"model_id","bg_geo_id","score","date_obtained"
"3MS_KNN_v.2","530330095001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330095002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330095003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330095004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330096001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330096002","2","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330096003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330096004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330096005","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330097011","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330097012","4","Wed Mar 10 08:26:29 2021"
