bg_geo_id,model_id,score,date_obtained
530330111012,5,4,Fri Mar 05 10:43:53 2021
530330111013,5,3,Fri Mar 05 10:43:53 2021
530330111014,5,4,Fri Mar 05 10:43:53 2021
530330111021,5,4,Fri Mar 05 10:43:53 2021
530330111022,5,3,Fri Mar 05 10:43:53 2021
530330111023,5,4,Fri Mar 05 10:43:53 2021
530330111024,5,3,Fri Mar 05 10:43:53 2021
530330112001,5,4,Fri Mar 05 10:43:53 2021
530330112002,5,4,Fri Mar 05 10:43:53 2021
530330112003,5,4,Fri Mar 05 10:43:53 2021
530330113001,5,4,Fri Mar 05 10:43:53 2021
530330113002,5,4,Fri Mar 05 10:43:53 2021
530330113003,5,3,Fri Mar 05 10:43:53 2021
530330113004,5,4,Fri Mar 05 10:43:53 2021
530330113005,5,3,Fri Mar 05 10:43:53 2021
530330114011,5,4,Fri Mar 05 10:43:53 2021
530330114012,5,4,Fri Mar 05 10:43:53 2021
530330114013,5,4,Fri Mar 05 10:43:53 2021
530330114021,5,4,Fri Mar 05 10:43:53 2021
530330114022,5,3,Fri Mar 05 10:43:53 2021
530330114023,5,3,Fri Mar 05 10:43:53 2021
530330115001,5,3,Fri Mar 05 10:43:53 2021
530330115002,5,3,Fri Mar 05 10:43:53 2021
530330115003,5,3,Fri Mar 05 10:43:53 2021
530330116001,5,4,Fri Mar 05 10:43:53 2021
530330116002,5,4,Fri Mar 05 10:43:53 2021
530330116003,5,3,Fri Mar 05 10:43:53 2021
530330116004,5,4,Fri Mar 05 10:43:53 2021
530330116005,5,4,Fri Mar 05 10:43:53 2021
530330116006,5,4,Fri Mar 05 10:43:53 2021
530330117001,5,4,Fri Mar 05 10:43:53 2021
530330117002,5,3,Fri Mar 05 10:43:53 2021
530330117003,5,4,Fri Mar 05 10:43:53 2021
530330117004,5,3,Fri Mar 05 10:43:53 2021
530330118001,5,4,Fri Mar 05 10:43:53 2021
530330118002,5,3,Fri Mar 05 10:43:53 2021
530330118003,5,4,Fri Mar 05 10:43:53 2021
530330118004,5,4,Fri Mar 05 10:43:53 2021
530330118005,5,4,Fri Mar 05 10:43:53 2021
530330118006,5,3,Fri Mar 05 10:43:53 2021
530330119001,5,4,Fri Mar 05 10:43:53 2021
530330119002,5,4,Fri Mar 05 10:43:53 2021
530330119003,5,3,Fri Mar 05 10:43:53 2021
530330119004,5,4,Fri Mar 05 10:43:53 2021
530330119005,5,4,Fri Mar 05 10:43:53 2021
530330120001,5,4,Fri Mar 05 10:43:53 2021
530330120002,5,3,Fri Mar 05 10:43:53 2021
530330120003,5,4,Fri Mar 05 10:43:53 2021
530330121001,5,3,Fri Mar 05 10:43:53 2021
530330121002,5,3,Fri Mar 05 10:43:53 2021
530330201001,5,4,Fri Mar 05 10:43:53 2021
530330201002,5,3,Fri Mar 05 10:43:53 2021
530330201003,5,3,Fri Mar 05 10:43:53 2021
530330202001,5,3,Fri Mar 05 10:43:53 2021
530330202002,5,3,Fri Mar 05 10:43:53 2021
530330202003,5,3,Fri Mar 05 10:43:53 2021
530330202004,5,3,Fri Mar 05 10:43:53 2021
530330202005,5,4,Fri Mar 05 10:43:53 2021
530330203001,5,3,Fri Mar 05 10:43:53 2021
530330203002,5,4,Fri Mar 05 10:43:53 2021
530330203003,5,3,Fri Mar 05 10:43:53 2021
530330203004,5,4,Fri Mar 05 10:43:53 2021
530330203005,5,4,Fri Mar 05 10:43:53 2021
530330204011,5,3,Fri Mar 05 10:43:53 2021
530330204012,5,4,Fri Mar 05 10:43:53 2021
530330204013,5,3,Fri Mar 05 10:43:53 2021
530330204021,5,4,Fri Mar 05 10:43:53 2021
